id;search_keyword;search_date;search_count;unique_users;avg_result_count;created_at;updated_at
15696;婚活;2021-06-22;1;1;"0.00";2021-06-22 00:00:00;
15697;婚活;2021-06-23;1;1;"0.00";2021-06-23 00:00:00;
15698;婚活;2021-06-26;1;1;"0.00";2021-06-26 00:00:00;
15699;婚活;2021-06-29;1;1;"0.00";2021-06-29 00:00:00;
15700;婚活;2021-07-02;1;1;"0.00";2021-07-02 00:00:00;
15701;婚活;2021-07-05;1;1;"0.00";2021-07-05 00:00:00;
15702;婚活;2021-07-08;1;1;"0.00";2021-07-08 00:00:00;
15703;婚活;2021-07-11;1;1;"0.00";2021-07-11 00:00:00;
15704;婚活;2021-07-14;2;1;"0.00";2021-07-14 00:00:00;
15705;婚活;2021-07-17;1;1;"0.00";2021-07-17 00:00:00;
15706;婚活;2021-07-20;1;1;"0.00";2021-07-20 00:00:00;
15707;婚活;2021-07-23;1;1;"0.00";2021-07-23 00:00:00;
15708;婚活;2021-07-26;1;1;"0.00";2021-07-26 00:00:00;
15709;婚活;2021-07-29;1;1;"0.00";2021-07-29 00:00:00;
15710;婚活;2021-08-01;1;1;"0.00";2021-08-01 00:00:00;
15711;婚活;2021-08-04;1;1;"0.00";2021-08-04 00:00:00;
15712;婚活;2021-08-07;1;1;"0.00";2021-08-07 00:00:00;
15713;婚活;2021-08-10;1;1;"0.00";2021-08-10 00:00:00;
15714;婚活;2021-08-13;1;1;"0.00";2021-08-13 00:00:00;
15715;婚活;2021-08-16;1;1;"0.00";2021-08-16 00:00:00;
15716;婚活;2021-08-19;1;1;"0.00";2021-08-19 00:00:00;
15717;婚活;2021-08-22;1;1;"0.00";2021-08-22 00:00:00;
15718;婚活;2021-08-25;1;1;"0.00";2021-08-25 00:00:00;
15719;婚活;2021-08-28;1;1;"0.00";2021-08-28 00:00:00;
15720;婚活;2021-08-31;1;1;"0.00";2021-08-31 00:00:00;
15721;婚活;2021-09-03;1;1;"0.00";2021-09-03 00:00:00;
15722;婚活;2021-09-06;1;1;"0.00";2021-09-06 00:00:00;
15723;婚活;2021-09-09;1;1;"0.00";2021-09-09 00:00:00;
15724;婚活;2021-09-12;1;1;"0.00";2021-09-12 00:00:00;
15725;婚活;2021-09-15;1;1;"0.00";2021-09-15 00:00:00;
15726;婚活;2021-09-18;1;1;"0.00";2021-09-18 00:00:00;
15727;婚活;2021-09-21;1;1;"0.00";2021-09-21 00:00:00;
15728;婚活;2021-09-24;1;1;"0.00";2021-09-24 00:00:00;
15729;婚活;2021-09-27;1;1;"0.00";2021-09-27 00:00:00;
15730;婚活;2021-09-30;1;1;"0.00";2021-09-30 00:00:00;
15731;婚活;2021-10-03;1;1;"0.00";2021-10-03 00:00:00;
15732;婚活;2021-10-06;1;1;"0.00";2021-10-06 00:00:00;
15733;婚活;2021-10-09;1;1;"0.00";2021-10-09 00:00:00;
15734;婚活;2021-10-12;1;1;"0.00";2021-10-12 00:00:00;
15735;婚活;2021-10-15;1;1;"0.00";2021-10-15 00:00:00;
15736;婚活;2021-10-18;1;1;"0.00";2021-10-18 00:00:00;
15737;婚活;2021-10-21;1;1;"0.00";2021-10-21 00:00:00;
15738;婚活;2021-10-24;1;1;"0.00";2021-10-24 00:00:00;
15739;婚活;2021-10-27;1;1;"0.00";2021-10-27 00:00:00;
15740;婚活;2021-10-30;1;1;"0.00";2021-10-30 00:00:00;
15741;婚活;2021-11-02;1;1;"0.00";2021-11-02 00:00:00;
15742;婚活;2021-11-05;1;1;"0.00";2021-11-05 00:00:00;
15743;婚活;2021-11-08;1;1;"0.00";2021-11-08 00:00:00;
15744;婚活;2021-11-11;1;1;"0.00";2021-11-11 00:00:00;
15745;婚活;2021-11-14;1;1;"0.00";2021-11-14 00:00:00;
15746;婚活;2021-11-17;1;1;"0.00";2021-11-17 00:00:00;
15747;婚活;2021-11-20;1;1;"0.00";2021-11-20 00:00:00;
15748;婚活;2021-11-23;1;1;"0.00";2021-11-23 00:00:00;
15749;婚活;2021-11-26;1;1;"0.00";2021-11-26 00:00:00;
15750;婚活;2021-11-29;1;1;"0.00";2021-11-29 00:00:00;
15751;婚活;2021-12-02;1;1;"0.00";2021-12-02 00:00:00;
15752;婚活;2021-12-05;1;1;"0.00";2021-12-05 00:00:00;
15753;婚活;2021-12-07;1;1;"0.00";2021-12-07 00:00:00;
15754;婚活;2021-12-08;1;1;"0.00";2021-12-08 00:00:00;
15755;婚活;2021-12-11;1;1;"0.00";2021-12-11 00:00:00;
15756;婚活;2021-12-12;2;1;"0.00";2021-12-12 00:00:00;
15757;婚活;2021-12-14;1;1;"0.00";2021-12-14 00:00:00;
15758;婚活;2021-12-17;1;1;"0.00";2021-12-17 00:00:00;
15759;婚活;2021-12-20;1;1;"0.00";2021-12-20 00:00:00;
15760;婚活;2021-12-22;1;1;"0.00";2021-12-22 00:00:00;
15761;婚活;2022-01-14;1;1;"0.00";2022-01-14 00:00:00;
15762;婚活;2022-01-15;1;1;"0.00";2022-01-15 00:00:00;
15763;婚活;2022-01-29;2;1;"0.00";2022-01-29 00:00:00;
15764;婚活;2022-01-31;2;1;"0.00";2022-01-31 00:00:00;
15765;婚活;2022-02-09;1;1;"0.00";2022-02-09 00:00:00;
15766;婚活;2022-02-12;2;1;"0.00";2022-02-12 00:00:00;
15767;婚活;2022-02-17;1;1;"0.00";2022-02-17 00:00:00;
15768;婚活;2022-06-25;1;1;"0.00";2022-06-25 00:00:00;
15769;婚活;2022-07-01;1;1;"0.00";2022-07-01 00:00:00;
15770;婚活;2022-07-19;1;1;"0.00";2022-07-19 00:00:00;
15771;婚活;2022-08-02;1;1;"0.00";2022-08-02 00:00:00;
15772;婚活;2022-08-23;1;1;"0.00";2022-08-23 00:00:00;
15773;婚活;2022-09-15;1;1;"0.00";2022-09-15 00:00:00;
15774;婚活;2022-09-21;1;1;"0.00";2022-09-21 00:00:00;
15775;婚活;2022-09-23;1;1;"0.00";2022-09-23 00:00:00;
15776;婚活;2022-10-05;1;1;"0.00";2022-10-05 00:00:00;
15777;婚活;2022-10-18;1;1;"0.00";2022-10-18 00:00:00;
15778;婚活;2022-10-22;1;1;"0.00";2022-10-22 00:00:00;
15779;婚活;2022-10-29;1;1;"0.00";2022-10-29 00:00:00;
15780;婚活;2022-11-09;1;1;"0.00";2022-11-09 00:00:00;
15781;婚活;2022-12-01;1;1;"0.00";2022-12-01 00:00:00;
15782;婚活;2022-12-04;2;1;"0.00";2022-12-04 00:00:00;
15783;婚活;2022-12-27;1;1;"0.00";2022-12-27 00:00:00;
15784;婚活;2023-01-21;1;1;"0.00";2023-01-21 00:00:00;
15785;婚活;2023-05-28;3;1;"0.00";2023-05-28 00:00:00;
15786;婚活;2024-05-09;1;1;"0.00";2024-05-09 00:00:00;
15787;婚活アプリ;2020-09-24;1;1;"0.00";2020-09-24 00:00:00;
15788;婚活アプリ;2020-09-28;1;1;"0.00";2020-09-28 00:00:00;
15789;婚活アプリ;2020-10-06;1;1;"0.00";2020-10-06 00:00:00;
15790;婚活アプリ;2020-10-09;1;1;"0.00";2020-10-09 00:00:00;
15791;婚活アプリ;2020-10-10;2;1;"0.00";2020-10-10 00:00:00;
15792;婚活アプリ;2020-10-13;3;1;"0.00";2020-10-13 00:00:00;
15793;婚活アプリ;2020-10-15;1;1;"0.00";2020-10-15 00:00:00;
15794;婚活アプリ;2020-10-18;1;1;"0.00";2020-10-18 00:00:00;
15795;婚活アプリ;2020-10-23;1;1;"0.00";2020-10-23 00:00:00;
15796;婚活アプリ;2020-10-30;1;1;"0.00";2020-10-30 00:00:00;
15797;婚活アプリ;2020-11-02;2;1;"0.00";2020-11-02 00:00:00;
15798;婚活アプリ;2020-11-09;1;1;"0.00";2020-11-09 00:00:00;
15799;婚活アプリ;2021-01-14;1;1;"0.00";2021-01-14 00:00:00;
15800;婚活アプリ;2021-01-15;1;1;"0.00";2021-01-15 00:00:00;
15801;婚活アプリ;2021-02-18;1;1;"0.00";2021-02-18 00:00:00;
15802;婚活アプリ;2021-03-03;1;1;"0.00";2021-03-03 00:00:00;
15803;婚活アプリ;2022-06-30;1;1;"0.00";2022-06-30 00:00:00;
15804;婚活アプリ;2022-07-03;1;1;"0.00";2022-07-03 00:00:00;
15805;婚活アプリ;2022-12-14;1;1;"0.00";2022-12-14 00:00:00;
15806;婚活アプリ;2023-01-04;1;1;"0.00";2023-01-04 00:00:00;
15807;婚活アプリ;2023-01-10;1;1;"0.00";2023-01-10 00:00:00;
15808;婚活アプリ;2023-01-24;1;1;"0.00";2023-01-24 00:00:00;
15809;婚活アプリ;2023-03-26;1;1;"0.00";2023-03-26 00:00:00;
15810;婚活アプリ;2023-04-28;1;1;"0.00";2023-04-28 00:00:00;
15811;婚活アプリはどれですか？;2020-12-25;3;1;"0.00";2020-12-25 00:00:00;
15812;婚活スタートBOOK;2020-08-10;1;1;"0.00";2020-08-10 00:00:00;
15813;婚活スタートBOOK;2020-08-12;1;1;"0.00";2020-08-12 00:00:00;
15814;婚活スタートBOOK;2020-09-10;1;1;"0.00";2020-09-10 00:00:00;
15815;婚活スタートBOOK;2020-09-26;1;1;"0.00";2020-09-26 00:00:00;
15816;婚活スタートBOOK;2020-09-27;1;1;"0.00";2020-09-27 00:00:00;
15817;婚活スタートBOOK;2020-10-04;1;1;"0.00";2020-10-04 00:00:00;
15818;婚活スタートBOOK;2020-10-09;1;1;"0.00";2020-10-09 00:00:00;
15819;婚活スタートBOOK;2022-08-14;1;1;"0.00";2022-08-14 00:00:00;
15820;婚活スタートBOOK;2022-08-20;1;1;"0.00";2022-08-20 00:00:00;
15821;婚活スタートBOOK;2022-09-16;1;1;"0.00";2022-09-16 00:00:00;
15822;婚活スタートBOOK;2022-10-09;1;1;"0.00";2022-10-09 00:00:00;
15823;婚活スタートBOOK;2022-10-21;1;1;"0.00";2022-10-21 00:00:00;
15824;婚活スタートBOOK;2022-12-07;1;1;"0.00";2022-12-07 00:00:00;
15825;婚活スタートBOOK;2022-12-19;1;1;"0.00";2022-12-19 00:00:00;
15826;婚約;2023-12-09;2;1;"0.00";2023-12-09 00:00:00;
15827;婚約指輪;2020-12-22;1;1;"0.00";2020-12-22 00:00:00;
15828;婚約指輪;2022-01-02;1;1;"0.00";2022-01-02 00:00:00;
15829;婚約指輪;2022-04-11;1;1;"0.00";2022-04-11 00:00:00;
15830;婚約指輪;2022-07-05;1;1;"0.00";2022-07-05 00:00:00;
15831;婚約指輪;2023-01-07;1;1;"0.00";2023-01-07 00:00:00;
15832;婚約指輪;2023-12-14;1;1;"0.00";2023-12-14 00:00:00;
15833;婚約指輪;2024-07-16;1;1;"0.00";2024-07-16 00:00:00;
15834;婦人科;2023-10-20;1;1;"0.00";2023-10-20 00:00:00;
15835;婦警;2023-05-31;1;1;"0.00";2023-05-31 00:00:00;
15836;婿養子;2023-12-14;1;1;"0.00";2023-12-14 00:00:00;
15837;媚中;2021-03-07;1;1;"0.00";2021-03-07 00:00:00;
15838;媚中;2021-03-15;1;1;"0.00";2021-03-15 00:00:00;
15839;嫁姑;2023-12-26;1;1;"0.00";2023-12-26 00:00:00;
15840;嫉妬;2023-06-18;1;1;"0.00";2023-06-18 00:00:00;
15841;嫉妬;2023-10-05;1;1;"0.00";2023-10-05 00:00:00;
15842;嫉妬;2023-12-11;1;1;"0.00";2023-12-11 00:00:00;
15843;嫉妬;2023-12-13;1;1;"0.00";2023-12-13 00:00:00;
15844;嫉妬;2023-12-15;1;1;"0.00";2023-12-15 00:00:00;
15845;嫌;2023-06-18;2;1;"0.00";2023-06-18 00:00:00;
15846;嫌い;2023-12-29;1;1;"0.00";2023-12-29 00:00:00;
15847;嫌いなもの;2023-09-15;1;1;"0.00";2023-09-15 00:00:00;
15848;嫌いな食べ物;2023-12-28;1;1;"0.00";2023-12-28 00:00:00;
15849;嫌われてる;2022-06-16;1;1;"0.00";2022-06-16 00:00:00;
15850;嬉し泣き;2024-01-14;1;1;"0.00";2024-01-14 00:00:00;
15851;子;2023-10-06;1;1;"0.00";2023-10-06 00:00:00;
15852;子ども;2024-06-24;152;1;"0.00";2024-06-24 00:00:00;
15853;子ども;2024-06-25;24;1;"0.00";2024-06-25 00:00:00;
15854;子ども;2024-06-26;1;1;"0.00";2024-06-26 00:00:00;
15855;子ども;2024-07-01;1;1;"0.00";2024-07-01 00:00:00;
15856;子ども;2024-07-06;1;1;"0.00";2024-07-06 00:00:00;
15857;子ども;2024-07-14;1;1;"0.00";2024-07-14 00:00:00;
15858;子ども;2024-07-17;1;1;"0.00";2024-07-17 00:00:00;
15859;子ども;2024-07-20;3;1;"0.00";2024-07-20 00:00:00;
15860;子ども;2024-08-02;2;1;"0.00";2024-08-02 00:00:00;
15861;子ども;2025-02-24;1;1;"0.00";2025-02-24 00:00:00;
15862;子どもの;2021-03-05;2;1;"0.00";2021-03-05 00:00:00;
15863;子どもの;2021-04-01;1;1;"0.00";2021-04-01 00:00:00;
15864;子どもの;2022-05-10;1;1;"0.00";2022-05-10 00:00:00;
15865;子どもの;2022-05-22;1;1;"0.00";2022-05-22 00:00:00;
15866;子どもの;2022-05-28;1;1;"0.00";2022-05-28 00:00:00;
15867;子どもの;2022-06-21;1;1;"0.00";2022-06-21 00:00:00;
15868;子どもの;2022-07-21;1;1;"0.00";2022-07-21 00:00:00;
15869;子どもの;2022-07-31;1;1;"0.00";2022-07-31 00:00:00;
15870;子どもの;2022-09-18;1;1;"0.00";2022-09-18 00:00:00;
15871;子どもの;2022-09-28;1;1;"0.00";2022-09-28 00:00:00;
15872;子どもの;2022-11-09;1;1;"0.00";2022-11-09 00:00:00;
15873;子どもの;2022-12-23;1;1;"0.00";2022-12-23 00:00:00;
15874;子どもの;2023-01-25;1;1;"0.00";2023-01-25 00:00:00;
15875;子どもの;2023-04-19;1;1;"0.00";2023-04-19 00:00:00;
15876;子どもの名前;2023-12-08;1;1;"0.00";2023-12-08 00:00:00;
15877;子ども部屋;2024-01-19;1;1;"0.00";2024-01-19 00:00:00;
15878;子供;2020-10-09;1;1;"0.00";2020-10-09 00:00:00;
15879;子供;2020-12-07;1;1;"0.00";2020-12-07 00:00:00;
15880;子供;2022-09-21;1;1;"0.00";2022-09-21 00:00:00;
15881;子供;2023-10-31;1;1;"0.00";2023-10-31 00:00:00;
15882;子供;2023-12-09;3;1;"0.00";2023-12-09 00:00:00;
15883;子供;2023-12-10;1;1;"0.00";2023-12-10 00:00:00;
15884;子供;2023-12-15;1;1;"0.00";2023-12-15 00:00:00;
15885;子供;2024-01-03;1;1;"0.00";2024-01-03 00:00:00;
15886;子供;2024-01-05;1;1;"0.00";2024-01-05 00:00:00;
15887;子供;2024-07-20;1;1;"0.00";2024-07-20 00:00:00;
15888;子供っぽい;2023-05-28;2;1;"0.00";2023-05-28 00:00:00;
15889;子供並み;2023-05-29;1;1;"0.00";2023-05-29 00:00:00;
15890;子守;2023-10-06;2;1;"0.00";2023-10-06 00:00:00;
15891;子守唄;2023-10-06;1;1;"0.00";2023-10-06 00:00:00;
15892;子宮頸がん;2021-01-20;1;1;"0.00";2021-01-20 00:00:00;
15893;子宮頸がん;2024-01-22;2;1;"0.00";2024-01-22 00:00:00;
15894;子役;2024-06-20;2;1;"0.00";2024-06-20 00:00:00;
15895;子持ち;2023-06-18;1;1;"0.00";2023-06-18 00:00:00;
15896;子育て;2021-10-26;1;1;"0.00";2021-10-26 00:00:00;
15897;子育て;2022-05-22;1;1;"0.00";2022-05-22 00:00:00;
15898;子育て;2022-05-28;1;1;"0.00";2022-05-28 00:00:00;
15899;子育て;2022-06-17;1;1;"0.00";2022-06-17 00:00:00;
15900;子育て;2022-06-23;1;1;"0.00";2022-06-23 00:00:00;
15901;子育て;2022-07-19;1;1;"0.00";2022-07-19 00:00:00;
15902;子育て;2022-08-09;1;1;"0.00";2022-08-09 00:00:00;
15903;子育て;2022-08-25;1;1;"0.00";2022-08-25 00:00:00;
15904;子育て;2022-09-20;1;1;"0.00";2022-09-20 00:00:00;
15905;子育て;2022-10-01;1;1;"0.00";2022-10-01 00:00:00;
15906;子育て;2022-10-18;1;1;"0.00";2022-10-18 00:00:00;
15907;子育て;2022-10-28;1;1;"0.00";2022-10-28 00:00:00;
15908;子育て;2022-11-22;1;1;"0.00";2022-11-22 00:00:00;
15909;子育て;2022-12-26;1;1;"0.00";2022-12-26 00:00:00;
15910;子育て;2023-06-02;1;1;"0.00";2023-06-02 00:00:00;
15911;子育て;2023-09-22;1;1;"0.00";2023-09-22 00:00:00;
15912;子育て;2023-11-25;1;1;"0.00";2023-11-25 00:00:00;
15913;字幕;2024-01-07;1;1;"0.00";2024-01-07 00:00:00;
15914;字幕;2024-01-13;1;1;"0.00";2024-01-13 00:00:00;
15915;季節;2023-09-08;2;1;"0.00";2023-09-08 00:00:00;
15916;季節;2023-11-13;2;1;"0.00";2023-11-13 00:00:00;
15917;季節;2023-11-29;1;1;"0.00";2023-11-29 00:00:00;
15918;季節;2023-12-15;1;1;"0.00";2023-12-15 00:00:00;
15919;季節;2023-12-19;1;1;"0.00";2023-12-19 00:00:00;
15920;季節限定;2023-09-30;1;1;"0.00";2023-09-30 00:00:00;
15921;孤独;2023-11-06;1;1;"0.00";2023-11-06 00:00:00;
15922;孤独のグルメ;2023-08-26;1;1;"0.00";2023-08-26 00:00:00;
15923;孤独のグルメ;2023-08-27;1;1;"0.00";2023-08-27 00:00:00;
15924;孤独のグルメ;2023-08-29;1;1;"0.00";2023-08-29 00:00:00;
15925;孤独のグルメ;2023-09-05;1;1;"0.00";2023-09-05 00:00:00;
15926;孤独のグルメ;2023-09-07;2;1;"0.00";2023-09-07 00:00:00;
15927;孤独のグルメ;2023-09-09;1;1;"0.00";2023-09-09 00:00:00;
15928;孤独のグルメ;2023-09-18;1;1;"0.00";2023-09-18 00:00:00;
15929;孤独のグルメ;2023-09-20;1;1;"0.00";2023-09-20 00:00:00;
15930;孤独のグルメ;2023-09-22;1;1;"0.00";2023-09-22 00:00:00;
15931;孤独のグルメ;2023-09-28;1;1;"0.00";2023-09-28 00:00:00;
15932;孤独のグルメ;2023-10-11;1;1;"0.00";2023-10-11 00:00:00;
15933;孤独のグルメ;2023-10-18;2;1;"0.00";2023-10-18 00:00:00;
15934;孤独のグルメ;2023-11-06;1;1;"0.00";2023-11-06 00:00:00;
15935;孤独のグルメ;2024-02-19;1;1;"0.00";2024-02-19 00:00:00;
15936;孤独のグルメ;2024-02-21;1;1;"0.00";2024-02-21 00:00:00;
15937;孤独のグルメ;2024-11-27;1;1;"0.00";2024-11-27 00:00:00;
15938;学び;2023-08-23;1;1;"0.00";2023-08-23 00:00:00;
15939;学び直し;2023-08-23;1;1;"0.00";2023-08-23 00:00:00;
15940;学校;2023-09-19;1;1;"0.00";2023-09-19 00:00:00;
15941;学校;2023-12-02;2;1;"0.00";2023-12-02 00:00:00;
15942;学校;2023-12-07;3;1;"0.00";2023-12-07 00:00:00;
15943;学校;2023-12-08;3;1;"0.00";2023-12-08 00:00:00;
15944;学校;2024-01-05;2;1;"0.00";2024-01-05 00:00:00;
15945;学校;2025-02-07;4;1;"0.00";2025-02-07 00:00:00;
15946;学校 ふんどし;2022-03-12;1;1;"0.00";2022-03-12 00:00:00;
15947;学校 ふんどし;2022-04-04;2;1;"0.00";2022-04-04 00:00:00;
15948;学校 ふんどし;2022-04-09;1;1;"0.00";2022-04-09 00:00:00;
15949;学校 ふんどし;2022-04-12;1;1;"0.00";2022-04-12 00:00:00;
15950;学校 ふんどし;2022-04-13;12;1;"0.00";2022-04-13 00:00:00;
15951;学校 ふんどし;2022-04-17;1;1;"0.00";2022-04-17 00:00:00;
15952;学校 ふんどし;2022-04-19;1;1;"0.00";2022-04-19 00:00:00;
15953;学校 ふんどし;2022-04-23;1;1;"0.00";2022-04-23 00:00:00;
15954;学校 ふんどし;2022-04-25;1;1;"0.00";2022-04-25 00:00:00;
15955;学校 ふんどし;2022-04-26;1;1;"0.00";2022-04-26 00:00:00;
15956;学校 ふんどし;2022-05-03;1;1;"0.00";2022-05-03 00:00:00;
15957;学校 ふんどし;2022-05-06;1;1;"0.00";2022-05-06 00:00:00;
15958;学校 ふんどし;2022-05-12;2;1;"0.00";2022-05-12 00:00:00;
15959;学校 ふんどし;2022-05-17;2;1;"0.00";2022-05-17 00:00:00;
15960;学校 ふんどし;2022-05-20;1;1;"0.00";2022-05-20 00:00:00;
15961;学校 ふんどし;2022-06-02;1;1;"0.00";2022-06-02 00:00:00;
15962;学校 ふんどし;2022-06-05;1;1;"0.00";2022-06-05 00:00:00;
15963;学校 ふんどし;2022-06-06;1;1;"0.00";2022-06-06 00:00:00;
15964;学校 ふんどし;2022-07-26;1;1;"0.00";2022-07-26 00:00:00;
15965;学校 ふんどし;2022-12-31;1;1;"0.00";2022-12-31 00:00:00;
15966;学校は高校生が妊娠しても卒業できるよう支援すべき？;2025-01-28;1;1;"0.00";2025-01-28 00:00:00;
15967;学歴;2020-09-24;1;1;"0.00";2020-09-24 00:00:00;
15968;学歴;2021-02-05;1;1;"0.00";2021-02-05 00:00:00;
15969;学歴;2021-02-25;3;1;"0.00";2021-02-25 00:00:00;
15970;学歴;2021-03-02;1;1;"0.00";2021-03-02 00:00:00;
15971;学歴;2021-03-05;1;1;"0.00";2021-03-05 00:00:00;
15972;学歴;2021-03-15;1;1;"0.00";2021-03-15 00:00:00;
15973;学歴;2021-03-16;2;1;"0.00";2021-03-16 00:00:00;
15974;学歴;2022-05-14;1;1;"0.00";2022-05-14 00:00:00;
15975;学歴;2022-05-30;1;1;"0.00";2022-05-30 00:00:00;
15976;学歴;2022-06-02;1;1;"0.00";2022-06-02 00:00:00;
15977;学歴;2022-06-06;1;1;"0.00";2022-06-06 00:00:00;
15978;学歴;2022-06-08;1;1;"0.00";2022-06-08 00:00:00;
15979;学歴;2022-06-09;1;1;"0.00";2022-06-09 00:00:00;
15980;学歴;2022-06-24;2;1;"0.00";2022-06-24 00:00:00;
15981;学歴;2022-08-18;1;1;"0.00";2022-08-18 00:00:00;
15982;学歴;2022-09-09;1;1;"0.00";2022-09-09 00:00:00;
15983;学歴;2022-12-29;1;1;"0.00";2022-12-29 00:00:00;
15984;学歴;2023-01-04;1;1;"0.00";2023-01-04 00:00:00;
15985;学歴;2023-01-10;1;1;"0.00";2023-01-10 00:00:00;
15986;学歴;2023-02-16;1;1;"0.00";2023-02-16 00:00:00;
15987;学歴;2023-05-07;1;1;"0.00";2023-05-07 00:00:00;
15988;学歴;2023-05-22;1;1;"0.00";2023-05-22 00:00:00;
15989;学歴;2023-09-08;2;1;"0.00";2023-09-08 00:00:00;
15990;学歴;2023-10-19;1;1;"0.00";2023-10-19 00:00:00;
15991;学歴;2023-10-30;1;1;"0.00";2023-10-30 00:00:00;
15992;学歴;2024-07-04;1;1;"0.00";2024-07-04 00:00:00;
15993;学歴関係;2022-06-24;1;1;"0.00";2022-06-24 00:00:00;
15994;学生 メイク;2023-10-14;1;1;"0.00";2023-10-14 00:00:00;
15995;学生寮;2021-03-27;1;1;"0.00";2021-03-27 00:00:00;
15996;学生結婚;2023-11-16;1;1;"0.00";2023-11-16 00:00:00;
15997;学童;2024-01-06;1;1;"0.00";2024-01-06 00:00:00;
15998;学童;2024-02-24;1;1;"0.00";2024-02-24 00:00:00;
15999;学費 無償;2024-02-02;1;1;"0.00";2024-02-02 00:00:00;
16000;学資保険;2024-01-18;1;1;"0.00";2024-01-18 00:00:00;
16001;孫休暇;2023-10-11;1;1;"0.00";2023-10-11 00:00:00;
16002;宅建;2021-06-22;1;1;"0.00";2021-06-22 00:00:00;
16003;宅配;2024-07-04;2;1;"0.00";2024-07-04 00:00:00;
16004;宅配ボックス;2023-11-25;1;1;"0.00";2023-11-25 00:00:00;
16005;宅配便;2024-01-09;1;1;"0.00";2024-01-09 00:00:00;
16006;宅食;2022-04-11;1;1;"0.00";2022-04-11 00:00:00;
16007;宇多田;2023-11-05;2;1;"0.00";2023-11-05 00:00:00;
16008;宇宙;2023-09-26;1;1;"0.00";2023-09-26 00:00:00;
16009;宇宙;2024-07-01;1;1;"0.00";2024-07-01 00:00:00;
16010;宇崎ちゃん;2021-12-05;2;1;"0.00";2021-12-05 00:00:00;
16011;宇都宮;2021-06-27;1;1;"0.00";2021-06-27 00:00:00;
16012;宇都宮;2021-07-20;1;1;"0.00";2021-07-20 00:00:00;
16013;宇都宮;2022-01-31;1;1;"0.00";2022-01-31 00:00:00;
16014;宇都宮;2022-05-15;1;1;"0.00";2022-05-15 00:00:00;
16015;宇都宮;2022-05-31;1;1;"0.00";2022-05-31 00:00:00;
16016;宇都宮;2022-10-17;1;1;"0.00";2022-10-17 00:00:00;
16017;宇都宮'[0];2021-07-20;1;1;"0.00";2021-07-20 00:00:00;
16018;宇都宮線;2022-01-31;1;1;"0.00";2022-01-31 00:00:00;
16019;守る;2023-12-04;1;1;"0.00";2023-12-04 00:00:00;
16020;安い;2024-07-15;2;1;"0.00";2024-07-15 00:00:00;
16021;安倍;2021-01-28;1;1;"0.00";2021-01-28 00:00:00;
16022;安倍;2021-12-24;1;1;"0.00";2021-12-24 00:00:00;
16023;安倍;2022-09-09;1;1;"0.00";2022-09-09 00:00:00;
16024;安倍;2022-11-09;1;1;"0.00";2022-11-09 00:00:00;
16025;安倍;2022-11-17;1;1;"0.00";2022-11-17 00:00:00;
16026;安倍;2023-10-06;1;1;"0.00";2023-10-06 00:00:00;
16027;安倍晋三;2021-06-16;1;1;"0.00";2021-06-16 00:00:00;
16028;安倍晋三;2021-06-17;1;1;"0.00";2021-06-17 00:00:00;
16029;安倍晋三;2021-09-28;1;1;"0.00";2021-09-28 00:00:00;
16030;安倍晋三;2022-06-02;1;1;"0.00";2022-06-02 00:00:00;
16031;安倍晋三;2022-08-05;1;1;"0.00";2022-08-05 00:00:00;
16032;安倍晋三;2022-10-02;1;1;"0.00";2022-10-02 00:00:00;
16033;安倍晋三;2022-11-10;1;1;"0.00";2022-11-10 00:00:00;
16034;安倍晋三;2023-03-15;1;1;"0.00";2023-03-15 00:00:00;
16035;安倍死去;2023-10-06;1;1;"0.00";2023-10-06 00:00:00;
16036;安倍氏死去;2023-10-06;1;1;"0.00";2023-10-06 00:00:00;
16037;安安倍;2021-01-28;1;1;"0.00";2021-01-28 00:00:00;
16038;安楽;2024-11-30;1;1;"0.00";2024-11-30 00:00:00;
16039;安楽死;2023-08-22;2;1;"0.00";2023-08-22 00:00:00;
16040;安楽死;2023-10-28;1;1;"0.00";2023-10-28 00:00:00;
16041;安部;2021-01-28;1;1;"0.00";2021-01-28 00:00:00;
16042;完全食;2023-09-13;1;1;"0.00";2023-09-13 00:00:00;
16043;宗教;2020-08-15;1;1;"0.00";2020-08-15 00:00:00;
16044;宗教;2020-10-07;1;1;"0.00";2020-10-07 00:00:00;
16045;宗教;2021-02-13;1;1;"0.00";2021-02-13 00:00:00;
16046;宗教;2021-03-09;1;1;"0.00";2021-03-09 00:00:00;
16047;宗教;2021-06-03;1;1;"0.00";2021-06-03 00:00:00;
16048;宗教;2021-10-04;1;1;"0.00";2021-10-04 00:00:00;
16049;宗教;2021-10-08;1;1;"0.00";2021-10-08 00:00:00;
16050;宗教;2022-03-14;1;1;"0.00";2022-03-14 00:00:00;
16051;宗教;2022-04-04;1;1;"0.00";2022-04-04 00:00:00;
16052;宗教;2022-04-09;1;1;"0.00";2022-04-09 00:00:00;
16053;宗教;2022-04-12;1;1;"0.00";2022-04-12 00:00:00;
16054;宗教;2022-04-19;1;1;"0.00";2022-04-19 00:00:00;
16055;宗教;2022-04-23;1;1;"0.00";2022-04-23 00:00:00;
16056;宗教;2022-04-26;1;1;"0.00";2022-04-26 00:00:00;
16057;宗教;2022-04-29;1;1;"0.00";2022-04-29 00:00:00;
